0,1520,3.862213,0.23953901,-1.7963467
0,1560,3.8630462,0.23953901,-1.7707602
0,1600,3.864296,0.23953901,-1.7323805
0,1640,3.8659625,0.23953901,-1.6812077
0,1680,3.8680456,0.23953901,-1.6172416
0,1720,3.8705451,0.23953901,-1.5404823
0,1760,3.8734615,0.23953901,-1.4509298
0,1800,3.8767943,0.23953901,-1.348584
0,1840,3.8805437,0.23953901,-1.233445
0,1880,3.8847098,0.23953901,-1.1055129
0,1920,3.8892665,0.23953901,-0.965587
0,1960,3.8938231,0.23953901,-0.8256612
0,2000,3.8983798,0.23953901,-0.68573534
0,2040,3.9029365,0.23953901,-0.5458095
0,2080,3.907493,0.23953901,-0.40588367
0,2120,3.9120498,0.23953901,-0.26595783
0,2160,3.9166064,0.23953901,-0.12603201
0,2200,3.921163,0.23953901,0.013893813
0,2240,3.9257197,0.23953901,0.15381964
0,2280,3.9302764,0.23953901,0.29374546
0,2320,3.934833,0.23953901,0.4336713
0,2360,3.9393897,0.23953901,0.57359713
0,2400,3.9439464,0.23953901,0.713523
0,2440,3.948503,0.23953901,0.8534488
0,2480,3.9530597,0.23953901,0.99337465
0,2520,3.9576163,0.23953901,1.1333004
0,2560,3.962173,0.23953901,1.2732263
0,2600,3.9667296,0.23953901,1.4131521
0,2640,3.9712863,0.23953901,1.5530779
0,2680,3.975843,0.23953901,1.6930038
0,2720,3.9803996,0.23953901,1.8329296
0,2760,3.9849563,0.23953901,1.9728554
0,2800,3.989513,0.23953901,2.1127813
0,2840,3.9940696,0.23953901,2.252707
0,2880,3.9986262,0.23953901,2.3926327
0,2920,4.003183,0.23953901,2.5325584
0,2960,4.0077395,0.23953901,2.6724842
0,3000,4.012296,0.23953901,2.8124099
1,3000,4.690143,0.23953901,-1.6166301
0,3040,4.016853,0.23953901,2.9523356
1,3040,4.683345,0.23953901,-1.5919492
0,3080,4.0214095,0.23953901,3.0922613
1,3080,4.673163,0.23953901,-1.5549238
0,3120,4.025966,0.23953901,3.232187
1,3120,4.6596203,0.23953901,-1.5055474
0,3160,4.030523,0.23953901,3.3721128
1,3160,4.642756,0.23953901,-1.4438095
0,3200,4.0350795,0.23953901,3.5120385
1,3200,4.6226373,0.23953901,-1.3696922
1,3240,4.60491,0.23953901,-1.2830003
1,3280,4.5896363,0.23953901,-1.1837459
1,3320,4.576881,0.23953901,-1.0719415
1,3360,4.5667095,0.23953901,-0.94760066
1,3400,4.5591903,0.23953901,-0.81073767
1,3440,4.5523176,0.23953901,-0.6709065
1,3480,4.545445,0.23953901,-0.5310753
1,3520,4.5385723,0.23953901,-0.3912441
1,3560,4.5316997,0.23953901,-0.25141293
1,3600,4.524827,0.23953901,-0.11158173
1,3640,4.5179543,0.23953901,0.028249472
1,3680,4.5110817,0.23953901,0.16808067
1,3720,4.504209,0.23953901,0.30791187
